hash,num_files_changed
4ef53721512776eacc28a0f74c9d158cf8246ad9,11
a9237716115907b26be4172b495364faf580a426,2
74ffa0cc3efd49cce39cb10a290656bd0f1fe4c4,13
f2d585ac7f5dad29aa57112ea327812f91924088,1
80cfdb182c4ddec75c8177ccbd27b8a882a2ce30,2
39463268fb548c111cba682ef029dd26f68a27c0,1
a7b3989bcab75f78e3080c1f6c17569b81b9bea4,2
829212d76afe56c2476a2a1ab4efad112f441848,2
0de4a702030f77c0e763cd579cd0b6f4a24afa6f,2
febfb3218e931402d7d63737f57a75cf1c60fc96,1
4da46c5dd2a8f584d3ddb549934180596a72fac0,2
353ede8208e053a5dc39aa12480d6c2079f08067,1
09de5e76a7da3f4726cec3dbec09c955f1b8e4a1,2
73b6ba8fe3216fca99422b160a180d1224bc996e,3
72b09fe4cbda5b1c3c9b6057f209896231bf868c,2
e5ad13a8e2f12cda45ad2b496d3e6a145069f623,3
b122e46adbb97e4a0b0ee45b081c4a7eef465d77,2
1a5866f5c63d14853bca69a74a6412ec0ac682e5,1
c7e62b33d1441c16f0c667557331e6865b47f574,18
Marlin/src/lcd/language/language_el_gr.h,5
Marlin/src/lcd/language/language_fr_na.h,5
Marlin/src/lcd/language/language_ko_KR.h,3
Marlin/src/lcd/language/language_pt_br.h,7
Marlin/src/lcd/language/language_zh_CN.h,0
Marlin/src/lcd/language/language_zh_TW.h,5
Marlin/src/lcd/menu/menu_probe_level.cpp,7
1916d4e27f064608e032eddacd792256beda1ae0,2
ce55a7bd9bc995f7ae3cde11e381df09ac9b04a4,2
540120f8633f5d26c588add33077cb17b0f91a4f,1
b99a26d6ab1179f5bb8c26f50ab17cccb3a806fd,1
6528109176f455850dd72bb9943cc2c1adae49d3,0
.github/workflows/ci-validate-boards.yml,5
b94a0d036c843b59488a4de77c1de8cf6e9e5863,2
7634ffe8e569bd3e1d315cdbc675f90d6a803623,2
8bae8bbf7a8f805cee6602024ba57ad28a22613b,2
5ce013f414a0d1493e831428e1fa25a9d446d561,2
da4a374b49b01b51794a7d2842b3a678fb5b5d42,7
Marlin/src/pins/stm32f1/pins_MKS_ROBIN.h,12
81b13456b148614a823813f12922170f7050e16d,2
ee35fb07b0c3d3b1fb5f03bf83120eed17628b93,2
99c991755a84a374a14dfe2dedf3e73a11e8a072,2
a96ae85d885d59ed6d0f899154cf50c789c83aa5,2
45b9680c57f36fc7cab1ccfacf3ab5eb63097242,2
83cbed852791805da0417f930cce3f2373b2eca2,2
d36d9cb5068135cca082526fd304f2ce091be405,5
9e6981ea601a70c5ba77d6fe770b2f1d7501f6f3,2
2c6f8a30f3b06a5a9a5343af04ccf0531ddc9698,6
17a5a1f97dd5c43457082843f2408aa9e995879e,3
a0815deb9afdbb954a044b603c4b87a6b84ffd52,2
76a7ab68933c3188710b25ced2977ee1454e46b9,1
7cd56a57f96ad270419e84198deec4058bc0ec99,2
56e2b60e6de86eeda74c1e83b305732a97acfb1e,3
8c15a093fd2db82effa62944072b994be4bd3c0e,1
7901eb97ad06c81579c175b5af871fa9e28af5c3,1
7aaba66d4dcc2ece2a3c7732f62b99aa1a0ba9e6,3
5f0b9d429f6a7859bddbf592ac6eeb524ffcbb1d,8
d34b62eafa67b7a8133123c288bc14a3f077aa81,2
3743980192c7812333fd8e650ac41dbf6444bb0e,2
41d53a15f2cd5ced7fbe256f3c524c8add062353,1
f234fbf87f516ebd08744c466f0e0891d1b689f8,5
5c728d1fb1820bfc3aedef77fca3331eb0a1c884,5
162ea818947b8ffe35f9cf0eabcb65dc931adcde,14
Marlin/src/pins/esp32/pins_MKS_TINYBEE.h,5
97b9fe83eeed3ecc1ec27905632531c686fff63e,2
9953230550dd41c0a0c1717313de4c11e76ebdaa,2
80bd10025bdc414e61cac8c934b582bcc8c2e1c4,21
0876bcd027084818ac94eecf1674eff93be373a2,2
3d7ac162fbb84749cd02e18fb164ccc83684e30d,0
buildroot/share/scripts/gen-tft-image.py,0
68a2459808afb1bf21d3cb820607e7eeb0f8a840,15
21fddc1cc8efec2f74984097fc0e541b4b65b553,0
buildroot/share/scripts/gen-tft-image.py,0
528a1ad3e04f1189651e4de764affbc48c403fe7,1
buildroot/share/uncrustify/file_header.h,0
buildroot/share/uncrustify/func_header.h,1
dabe3749837230ccb247d571c26a1d8b441fab53,2
8ac0f1479648649c40873fecd9deec7396238f82,8
934fc52d064731df1af984561d1dd564b68c4d7f,2
cf46d1880cb4f47906d2e0aa0bbcdede53e4e0df,1
4f159a94cd4cb368fa407c82c4a9114f7ab2f1f8,2
b53e14c7f8709fddecd365c191ceb7f4f2ac4fdd,2
94e9f26544d77d22c67a8973a4b480411ecfe7d6,1
9e87af70b7fabe964f57e126b350e9432f20ef87,2
fe56f5d3a679a68a1c9b4e1aea08ddc232078c88,3
90e5826256018b351e16fbdcc3dbbc0073343ccf,5
bb73c335a52f629ee75697e87efd5a4a70fc57a1,3
4c1f76567c9aff79bd4683df63743cc1a723ed16,2
d193c814d3a00ae53d7036ade200ea94f7c8b474,6
2cb252da4a97d31b4affa8f05099448b650fcbb0,1
9a04c32f7fb9fc7a764f697f8e2a4f2faa67ddad,2
3b8e9fdd25311a12f21dd8a1e1095187e6da0db3,3
e0b045da49de708e4fedfd211e5dfc038e944d5f,3
4220491a235a5167a150614fcd97c14317197f97,2
3abe1fcf20fa529c72ce4bc508a5a921ed05ef2d,8
02ed020f3f8502d374e7bbc9398f6f1e8ef92b44,1
934ac24ad831fd5ab131f17e6413669755835cda,5
e2d8b2fc26b74af150eace5eb5e965223dcc6e2d,1
3e8483d3898ee96a4a891875cf2dab09203dfa98,2
a9c529f00421458dfc4a1b5a1d0360efa1b350a7,12
Marlin/src/feature/mmu3/mmu2_fsensor.cpp,4
Marlin/src/feature/mmu3/mmu2_marlin1.cpp,10
Marlin/src/feature/mmu3/mmu2_reporting.h,3
Marlin/src/feature/mmu3/mmu_hw/buttons.h,37
a664587219649f951dc8d18f41a57558be6d4b8e,1
1619838592e6159924146f537536f64a5924a8da,2
98a33d37c7cf255358baf93f1315db736039798c,4
12a2e5ae1b6494722a7f541845139ac19424a64a,2
9b472a02e9e34bc7c2ac627e2d765c23ae0e418c,3
c84bea7110f5c4fbdff72ea89dcd9846179fe841,1
20f71fafa7eca9e4697e5e20a10a817a811532ee,1
056e5a430e1236b56c1a7ee849b2eacd89bac49f,1
21a604407d6c3e1fceed2e7be3c5b90867ae5c67,2
deb076b9cd5b80f13675c0c5d16c2f8da219fc88,2
b8e2ad9d8f60d3499a5a0b17ce58aabff5a2a8b4,2
0cd964395722a069ffecf04ddfabab73f40d5f7f,19
8c78315f71a7c9fa15f1a3491ff52c487265f364,2
35dad3fdfe37866c0a0f77bef14f2a555d4cbe0f,1
bebf5dc6ab814692a94c68ebac0984b1b172972d,2
2fd1c48e1a6617ab0c747de800c53db97933ecf0,6
301727defce24df94b1564770ffb1d00d9f3e1f8,2
1afd53a933c55a59c79a4e20df2cae78bdbd5417,1
381aeb94c6ee0449be7d4553ca4b58edd172d446,3
4a36520820558be9db71b25db260bfcd4bdeddb9,2
430eedf5c09fe48b1e5ee470f57d7cc5f13b017a,1
793a851d10365832da15bac30243aeea5c8ab6e0,2
2d609487acd16e670f8e077ad8f1b9716b15b874,6
295f50379febad7185597c7f721df8f541569126,8
ecfff5099ad62b9331ecf0c44ebe619973da31a2,8
986344640f186337d92e5e02b55953f19ffbdd1a,16
69f69606e6759b3e53ca05f7aa8ed62eb9a4b34d,2
2aa2e5487a2b65ca46019d2718d587777c28405c,15
23d9020a65ca790d8442e4fd27dd138c8a290041,2
43d9d1ce1bc708f178612da0baa972c2f8fbe712,1
ed7f3b21c06c5343e48d469dda0580610de2deca,2
b062a3b2260e62570b83692298cfb1bb7c80bdaf,7
89b0143b09aeb617d17cc029d3bbb363dd1c857b,14
0790a9d5df30f4a6a5990482d78f0b5c85ec9508,4
e05ac66561cfe750e4e9860bbdc2887eca3c72f8,1
3b33f7ec035734e95e64dcd01e1d9f3176c04946,4
b94c75bcdaa3af25b30e5623fff317c3574fdc3c,3
8dc8906d7851c3c9d04b201de6ff1b5011441947,5
ab684dc4849a88b241a5b30f74dfd772561e3f9c,3
37fb26b557ea086678cf7f759e384a2f6bb4e638,1
7397e5a41dcbd2221d65c6dd0ce1ffca8e4ac286,2
4a9d380117312e707723aba6e49e870c5b18cf3f,4
Marlin/src/pins/ramps/pins_XTLW_MFF_V1.h,0
0ec1a5430908e0d8aaeb0d4b181fb4f9b97d64f2,2
ab6e68c312f21dc8349c8d8e5e961b4e734cc0a9,41
c509603530c5791ae507cd7325f5b2df641816ac,2
e5ce65c32b0c7d4637d75768c13d7d673d1f387b,2
851257c44bb3b7ac22c97f50905dd0c700697856,2
1662e953fcf9e1ee4c5005480c48ddc8b281ab61,2
dde89795c90d50701b5ea886e1f84a1a6194e35c,56
6e69ff93efb7f54c610b83d70ff0190b473bdcf7,2
01b7d6c413e0b1d3d5ac15193f9b8b261e53edf6,7
58398832a1f1dd7820a3929b39043f5f6f341675,1
29469a06157526e58d6ef4e8eacb4c82410255fa,2
b4dd20c0eb3b90bde4eaa25466e00f8be31c2b62,1
eab13752dd870def3aedad2bae8a72cb355587cd,2
ad60cdd03067877bfa453a0b18b2dd044802b55e,1
78e111a4d04b3e64077da769c03178d6185f69f7,6
5558729562d79434c0f4e70e9797744b9203960e,2
2d32f7c377dfe77e82ced96a5cef13e0713220ac,3
bcbdac6f6c40cb3772718d10bb60b27aa04fd7f0,2
acc8bf1c794c3c5964fd77f01feb68c1fca9cbdb,1
4f107e9feedb02e92d2c816567da605f07707253,2
7844f3fa4fafcdef0adf8c5fe2f11859a8e1e3d5,1
2f3af438ee39bce9589b87bb8306a915f66e376a,7
4483aa5b459375712b7114baefb466f6c2e12578,2
20e6b6315e809b4f63223a83821fa60fe12b2406,1
ca4248bdd5656d54174212ff84c974e2b7c74803,2
4a5d8ba87ed8953934d5e6fe7d5e7e1e21e783b5,22
7a5d849857fa6e9b850676e15b7abc87e12f3dcb,1
95c23e55a440bcf852a0248e621eba9e8352894b,2
94ce0d24d6ed84f78e5ff2cf07e6e3be7de8a0ef,3
cdea1b84607f3f9c9ffd1688de88efba7efdc022,2
cc122bec8293f5c49c7a07f5a90a9c0448a48262,2
6afaf0034c708563e83a7037f66458e4a0bdf847,2
7f0d7e760b87bad296fee946b9afd2f6e3925f28,2
69004322f66641cc201811edba2a7f7d1eadc07f,2
7441094a41728a9a2b32f7273e1c4112069da651,2
29a5006df94e9b7f7d329177aef93629d491166b,1
1aca038daf3071dab362f39857698dcef393b575,2
ce92eb46ec8c2f70cebc4bfd3060527bd870fa94,10
c852e9c6a1411498c06442a87d90fa339e04a880,1
2b8db0c2e20d0c077cec39b7c8691a2bdca94003,1
74f297c8716d90fdc31630c8a029b5d74dd5af5a,5
76411392b79966e00a7b247833e26fa699a50b26,2
74c81117c355612f40061cc07fbad8a619fc5677,1
6f04d8dc7777b2d7238f8b7a3481fefcfb3f5598,2
ade05c045ef13f0f8a557ef0588a6ac6a80a1ab1,5
5140726c7076a6ed373bf3fc8c0fbaec1ed1dd8d,1
5334a8f0ed9af2ad3c09ab492d6cd44119981bc5,2
ee99eed3bf9f5d811b596058932b88d8ed5298a1,7
9a5f1d2f516f58d7ea6d2a5ebc381686be76b750,3
170df9040b47c46b0b5c4022c3e0d2cca5aaa69c,2
f0bc4274f817166fcce82949d94330bd1c441c15,13
20a704b1545cec61fde66d76eb7fe4c49f76a185,2
30a70c480c8d3fddb8cedc83a06370edefbd8820,3
Marlin/src/pins/ramps/pins_XTLW_MFF_V1.h,0
Marlin/src/pins/ramps/pins_XTLW_MFF_V2.h,2
1d5e9c7deea49eda7db7488ede131dff454526d0,2
b8ab2d4987acb6de816840939d3fcf22315e8458,1
ce796cec97448c8f965daef7dc739f3e616b64bb,31
ad4de747ad5373e0cfa0e116969bbbcdf7ce7a17,2
95c1b7fb31b1f22d6d330fa8ce7432adf6c80d6d,2
29b742cfc4bd0915e2120016eb470996a4052c3e,0
Marlin/src/pins/ramps/pins_MKS_BASE_14.h,0
57bda2ff3bd18a23579dc03bacb3025f7e36359f,1
228179e09bfbc3b13c4cfd1a6cbf763fa57689e7,5
c961f3ab2b5abcd6efb6fefa9522003c0aaf2809,2
3469cb9d24846494c6ea60c59e10d290bb1e7e8d,3
6c09b83f301fbf6df1018a67dee595d240e3d33e,2
17a1363f4def87469a7f1b5a853b1d744fd9adf8,1
115350317c7726e9c923dae52d9a24ca2cdcff5a,2
44c268216858393243e0773ffc35bb926fb816c5,18
8b81aae8704512d6c77f09e991eb77c800654d2e,1
72a2699b10a69476205289b8d1154bec3b54f9bb,2
b7c07f13293cd0cd1e8ddd67801b168f509d9721,1
2b9a62093ac785d6c68ebbf8fde9a9254b8164bc,1
3385b4c280befa011471484a0592946d724b60db,1
7c1f82cd9624fb61658f9329d492cbb29827777d,2
9ebfdc4a869726742dfa322fd8089378d02298c9,1
586313c2fb57020609605c0981baa21141e333a6,2
571783fc04314b0cac57948d343690fc1ea10a06,3
4af5229cee2a2bb49ae53d76fbc145fc69d802c6,4
e0dcc610da359d180d6b820d0d6ebea52ea522b4,2
4aff10785ee96a35eb4777c08b81722a59cecf68,11
d0e110d6660453bf061c4118212879847eb4294b,2
10ffb9cb68b1e21757c17fd3c1958eb740caa260,4
b303bb1e562a9a625ec960172613b48c4ac8de59,1
e6a61b182fcc5c7b62facf15dd65346ad06c32e5,1
785b1da021a952b5566b2df82d0e0b71fe8c9f61,1
a4d20031ec730fd6285b9877d675f544fee70e1c,1
3c601457929ad1656e9dec49250479e0d1f9d89e,2
f2940adcf1829969f626ccc06af8fd7c948c2127,3
b5b9cc0b79bc4738bdff7502502ca808068d3db6,1
1d1eb97567b997bb2d1b5b502891978f24201420,7
0103cffcd02493ca412363d63d13204262e7ca4c,2
6fed66dd428f46d073a3c28f6ff39b13c86cc65e,2
c81416438d5a4779b1bdb103e9a166252b39ae96,2
c95825a0ff58e8b9f8cced4a93431c4b70f89a86,5
b6284c9f0136c6eec2cee65854745374d5aa0e11,1
f84a97f51c789a6de394ca12a788938caa3c0a76,2
563296fc8be3fc08d646473bbfb6202966414eaa,2
13290e798b415664100e23cdcac76b268a716168,2
96e3dfed4620bfd6d2b1a8e9e63f39cc23634630,1
cb6fd130ba21fa4fbca4172b3082a37550e8b9d9,4
11f90de87364656a851b4d0724f144396dc5b144,1
9240ec89d034632443d02baaeb140acc3134c67f,1
8cf2a41f81c779a1d5a8c0e239aa5fedf6dadbb1,2
1f9fc665ec21f95666801aa4fccc4f4f71932018,21
bf1995140aa7e08e90118c0ce77f1dd9b7b7db64,1
7b21cd5d7253a95e1a65760b4817d7f6475ff280,2
37fc32d972197756672036509d0404f297752bb5,2
9a6d4b5e56e8dd6c2dda4a7c510b4ed34d19835c,7
1e0719dac5ad75dcaca0f86eeb575bd72af8409f,2
f2248f79d3c4a3649bd9a4b9d6abab0f94e4af94,19
60d843b540fdc886767180e62c4a1f0d33a27f3e,2
6d7d28155981c0a1617fe00ea8ccd4049ba55aa5,1
b3d462b890b4a54b710e7b00f284ba7ac5294bb0,2
a7444021c6d31c554cb22e1062f72033e5f21c61,1
a93acbd35c2ff6339a5070cb377618f73c35dc1f,2
d978123289943236b937f126e20ac2c1c17bf02a,2
ee8dada7520e6f00b4281ebe9cfb664c7c37d9a9,3
7bc6261d2abb10142a6aa55208a33201badb9973,1
013c3bcd82a53f0850148c5633c72bdb453dff0c,2
2fc86ad836b20570280f805396d05d4d636e4157,1
